"id","ICD-9 code","ICD-9 code descriptor","ICD-10 Code","ICD-10 descriptor","Created at","Updated at"
"3386","79582","Elev ca antigen 125","R971","Elevated cancer antigen 125 [CA 125]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3387","79581","Elev ca-embryoic antigen","R970","Elevated carcinoembryonic antigen [CEA]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3388","7949","Abn function study NEC","R948","Nonspecific abnormal results of other specified function study","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3389","7947","Abn basal metabol study","R948","Nonspecific abnormal results of function study of basal metabolism","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3390","7946","Abn endocrine study NEC","R947","Nonspecific abnormal results of other endocrine function study","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3391","7945","Abn thyroid funct study","R946","Nonspecific abnormal results of function study of thyroid","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3392","7948","Abn liver function study","R945","Nonspecific abnormal results of function study of liver","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3393","7944","Abn kidney funct study","R944","Nonspecific abnormal results of function study of kidney","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3394","79439","Abn cardiovasc study NEC","R9439","Other nonspecific abnormal results of function study of cardiovascular system","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3395","79431","Abnorm electrocardiogram","R9431","Nonspecific abnormal electrocardiogram [ECG] [EKG]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3396","79430","Abn cardiovasc study NOS","R9430","Abnormal cardiovascular function study, unspecified","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3397","7942","Abn pulmonary func study","R942","Nonspecific abnormal results of pulmonary function study","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3398","79417","Abnorm electromyogram","R94131","Nonspecific abnormal electromyogram [EMG]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3399","79410","Abn stimul response NOS","R94130","Nonspecific abnormal response to nerve stimulation, unspecified","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3400","79416","Abn vestibular func stud","R94121","Nonspecific abnormal vestibular function studies","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3401","79415","Abn auditory funct study","R94120","Nonspecific abnormal auditory function studies","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3402","79419","Abn periph nerv stud NEC","R94118","Other nonspecific abnormal results of function study of peripheral nervous system and special senses","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3403","79414","Abn oculomotor studies","R94113","Nonspecific abnormal oculomotor studies","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3404","79413","Abnormal vep","R94112","Nonspecific abnormal visually evoked potential","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3405","79411","Abn retinal funct study","R94111","Nonspecific abnormal retinal function studies","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3406","79412","Abnorm electro-oculogram","R94110","Nonspecific abnormal electro-oculogram [EOG]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3407","79400","Abn cns funct study NOS","R9409","Abnormal function study of brain and central nervous system, unspecified","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3408","79409","Abn cns funct study NEC","R9402","Other nonspecific abnormal results of function study of brain and central nervous system","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3409","79402","Abn electroencephalogram","R9401","Nonspecific abnormal electroencephalogram [EEG]","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3410","79391","Image test incon d/t fat","R939","Image test inconclusive due to excess body fat","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3411","7937","Nonsp abn find-ms system","R936","Nonspecific (abnormal) findings on radiological and other examination of musculoskeletal system","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3412","7936","Nonsp abn fnd-abdom area","R935","Nonspecific (abnormal) findings on radiological and other examination of abdominal area, including retroperitoneum","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3413","7935","Nonsp abn find-gu organs","R934","Nonspecific (abnormal) findings on radiological and other examination of genitourinary organs","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3414","7934","Nonsp abn find-gi tract","R933","Nonspecific (abnormal) findings on radiological and other examination of gastrointestinal tract","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3415","7933","Nonsp abn fd-bilry tract","R932","Nonspecific (abnormal) findings on radiological and other examination of biliary tract","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3416","7932","Nonsp abn intrathor NEC","R931","Nonspecific (abnormal) findings on radiological and other examination of other intrathoracic organs","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3417","79380","Ab mammogram NOS","R928","Abnormal mammogram, unspecified","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3418","79382","Inconclusive mammogram","R922","Inconclusive mammogram","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3419","79389","Abn finding-breast NEC","R921","Other (abnormal) findings on radiological examination of breast","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3420","79381","Mammographic microcalcif","R920","Mammographic microcalcification","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3421","79319","Ot nonsp ab fnd lung fld","R918","Other nonspecific abnormal finding of lung field","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3422","79311","Solitary pulmonry nodule","R911","Solitary pulmonary nodule","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3423","79399","Nonsp abn find-body NEC","R9089","Other nonspecific (abnormal) findings on radiological and other examinations of body structure","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3424","7930","Nonsp abn fd-skull/head","R9082","Nonspecific (abnormal) findings on radiological and other examination of skull and head","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3425","79401","Abnorm echoencephalogram","R9081","Nonspecific abnormal echoencephalogram","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3426","31539","Speech/language dis NEC","F800","Other developmental speech or language disorder","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3427","7925","Cloudy dialysis effluent","R880","Cloudy (hemodialysis) (peritoneal) dialysis effluent","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3428","79509","Abn pap cervix HPV NEC","R87820","Other abnormal Papanicolaou smear of cervix and cervical HPV","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3429","79515","Vag hi risk HPV-DNA pos","R87811","Vaginal high risk human papillomavirus (HPV) DNA test positive","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3430","79505","Cervical (HPV) DNA pos","R87810","Cervical high risk human papillomavirus (HPV) DNA test positive","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3431","79510","Abn gland pap smr vagina","R87628","Abnormal glandular Papanicolaou smear of vagina","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3432","79519","Oth abn Pap smr vag/HPV","R87628","Other abnormal Papanicolaou smear of vagina and vaginal HPV","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3433","79518","Vaginl cytol smr unsatis","R87625","Unsatisfactory vaginal cytology smear","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3434","79516","Pap smr vag-cytol malig","R87624","Papanicolaou smear of vagina with cytologic evidence of malignancy","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3435","79514","Pap smear vagina w HGSIL","R87623","Papanicolaou smear of vagina with high grade squamous intraepithelial lesion (HGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3436","79513","Pap smear vagina w LGSIL","R87622","Papanicolaou smear of vagina with low grade squamous intraepithelial lesion (LGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3437","79512","Pap smear vagina w ASC-H","R87621","Papanicolaou smear of vagina with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3438","79511","Pap smear vag w ASC-US","R87620","Papanicolaou smear of vagina with atypical squamous cells of undetermined significance (ASC-US)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3439","7954","Abn histologic find NEC","R87618","Other nonspecific abnormal histological findings","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3440","79507","Sat cerv smr-no trnsfrm","R87616","Satisfactory cervical smear but lacking transformation zone","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3441","79508","Unsat cerv cytlogy smear","R87615","Unsatisfactory cervical cytology smear","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3442","79506","Pap smr cytol evid malig","R87614","Papanicolaou smear of cervix with cytologic evidence of malignancy","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3443","79504","Pap smear cervix w HGSIL","R87613","Papanicolaou smear of cervix with high grade squamous intraepithelial lesion (HGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3444","79503","Pap smear cervix w LGSIL","R87612","Papanicolaou smear of cervix with low grade squamous intraepithelial lesion (LGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3445","79502","Pap smear (ASC-H)","R87611","Papanicolaou smear of cervix with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3446","79501","Pap smear (ASC-US)","R87610","Papanicolaou smear of cervix with atypical squamous cells of undetermined significance (ASC-US)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3447","7922","Abn findings-semen","R860","Nonspecific abnormal findings in semen","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3448","79675","Anal hi risk HPV-DNA pos","R8581","Anal high risk human papillomavirus (HPV) DNA test positive","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3449","79670","Abn gland pap smear anus","R85619","Abnormal glandular Papanicolaou smear of anus","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3450","79679","Oth abn Pap smr anus/HPV","R85618","Other abnormal Papanicolaou smear of anus and anal HPV","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3451","79677","Sat anal smr-no trnsfrm","R85616","Satisfactory anal smear but lacking transformation zone","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3452","79678","Anal cytolgy smr unsatis","R85615","Unsatisfactory anal cytology smear","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3453","79676","Pap smr anus-cytol malig","R85614","Papanicolaou smear of anus with cytologic evidence of malignancy","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3454","79674","Pap smear anus w HGSIL","R85613","Papanicolaou smear of anus with high grade squamous intraepithelial lesion (HGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3455","79673","Pap smear anus w LGSIL","R85612","Papanicolaou smear of anus with low grade squamous intraepithelial lesion (LGSIL)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3456","79672","Pap smear anus w ASC-H","R85611","Papanicolaou smear of anus with atypical squamous cells cannot exclude high grade squamous intraepithelial lesion (ASC-H)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3457","79671","Pap smear anus w ASC-US","R85610","Papanicolaou smear of anus with atypical squamous cells of undetermined significance (ASC-US)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3458","7924","Abn findings-saliva","R850","Nonspecific abnormal findings in saliva","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3459","7929","Abn find-body subst NEC","R840","Other nonspecific abnormal findings in body substances","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3460","7920","Abn fnd-cerebrospinal fl","R830","Nonspecific abnormal findings in cerebrospinal fluid","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3461","7917","Oth cells/casts in urine","R8299","Other cells and casts in urine","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3462","7960","Abn toxicologic finding","R825","Nonspecific abnormal toxicological findings","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3463","7919","Abn urine findings NEC","R825","Other nonspecific findings on examination of urine","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3464","7916","Acetonuria","R824","Acetonuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3465","7912","Hemoglobinuria","R823","Hemoglobinuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3466","7914","Biliuria","R822","Biliuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3467","7913","Myoglobinuria","R821","Myoglobinuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3468","7911","Chyluria","R820","Chyluria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3469","7915","Glycosuria","R81","Glycosuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3470","5936","Postural proteinuria","R802","Postural proteinuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3471","7910","Proteinuria","R800","Proteinuria","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3472","79095","Elev C-reactive protein","R7982","Elevated C-reactive protein (CRP)","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3473","79091","Abnrml art blood gases","R7981","Abnormal arterial blood gases","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3474","79092","Abnrml coagultion prfile","R791","Abnormal coagulation profile","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3475","77183","Bacteremia of newborn","R7881","Bacteremia of newborn","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3476","7907","Bacteremia","R7881","Bacteremia","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3477","7903","Excess blood-alcohol lev","R780","Excessive blood level of alcohol","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
"3478","7956","False pos sero test-syph","R768","False positive serological test for syphilis","2020-10-14T04:48:07.000000Z","2020-10-14T04:48:07.000000Z"
