Counter,ICD-10 code,WHO update 1=Add 2=Del,ICD-10 code descriptor,ICD-10-AM Map,Aust update 1=Add 2=Del,Additive Map (+),ICD-10-AM code descriptor
5725,M10.44,,"Other secondary gout, hand",M10.44,,,"Other secondary gout, hand"
5726,M10.45,,"Other secondary gout, pelvic region and thigh",M10.45,,,"Other secondary gout, pelvic region and thigh"
5727,M10.46,,"Other secondary gout, lower leg",M10.46,,,"Other secondary gout, lower leg"
5728,M10.47,,"Other secondary gout, ankle and foot",M10.47,,,"Other secondary gout, ankle and foot"
5729,M10.48,,"Other secondary gout, other site",M10.48,,,"Other secondary gout, other site"
5730,M10.49,,"Other secondary gout, site unspecified",M10.49,,,"Other secondary gout, site unspecified"
5731,M10.90,,"Gout, unspecified, multiple sites",M10.90,,,"Gout, unspecified, multiple sites"
5732,M10.91,,"Gout, unspecified, shoulder region",M10.91,,,"Gout, unspecified, shoulder region"
5733,M10.92,,"Gout, unspecified, upper arm",M10.92,,,"Gout, unspecified, upper arm"
5734,M10.93,,"Gout, unspecified, forearm",M10.93,,,"Gout, unspecified, forearm"
5735,M10.94,,"Gout, unspecified, hand",M10.94,,,"Gout, unspecified, hand"
5736,M10.95,,"Gout, unspecified, pelvic region and thigh",M10.95,,,"Gout, unspecified, pelvic region and thigh"
5737,M10.96,,"Gout, unspecified, lower leg",M10.96,,,"Gout, unspecified, lower leg"
5738,M10.97,,"Gout, unspecified, ankle and foot",M10.97,,,"Gout, unspecified, ankle and foot"
5739,M10.98,,"Gout, unspecified, other site",M10.98,,,"Gout, unspecified, other site"
5740,M10.99,,"Gout, unspecified, site unspecified",M10.99,,,"Gout, unspecified, site unspecified"
5741,M11.00,,"Hydroxyapatite deposition disease, multiple sites",M11.00,,,"Hydroxyapatite deposition disease, multiple sites"
5742,M11.01,,"Hydroxyapatite deposition disease, shoulder region",M11.01,,,"Hydroxyapatite deposition disease, shoulder region"
5743,M11.02,,"Hydroxyapatite deposition disease, upper arm",M11.02,,,"Hydroxyapatite deposition disease, upper arm"
5744,M11.03,,"Hydroxyapatite deposition disease, forearm",M11.03,,,"Hydroxyapatite deposition disease, forearm"
5745,M11.04,,"Hydroxyapatite deposition disease, hand",M11.04,,,"Hydroxyapatite deposition disease, hand"
5746,M11.05,,"Hydroxyapatite deposition disease, pelvic region and thigh",M11.05,,,"Hydroxyapatite deposition disease, pelvic region and thigh"
5747,M11.06,,"Hydroxyapatite deposition disease, lower leg",M11.06,,,"Hydroxyapatite deposition disease, lower leg"
5748,M11.07,,"Hydroxyapatite deposition disease, ankle and foot",M11.07,,,"Hydroxyapatite deposition disease, ankle and foot"
5749,M11.08,,"Hydroxyapatite deposition disease, other site",M11.08,,,"Hydroxyapatite deposition disease, other site"
5750,M11.09,,"Hydroxyapatite deposition disease, site unspecified",M11.09,,,"Hydroxyapatite deposition disease, site unspecified"
5751,M11.10,,"Familial chondrocalcinosis, multiple sites",M11.10,,,"Familial chondrocalcinosis, multiple sites"
5752,M11.11,,"Familial chondrocalcinosis, shoulder region",M11.11,,,"Familial chondrocalcinosis, shoulder region"
5753,M11.12,,"Familial chondrocalcinosis, upper arm",M11.12,,,"Familial chondrocalcinosis, upper arm"
5754,M11.13,,"Familial chondrocalcinosis, forearm",M11.13,,,"Familial chondrocalcinosis, forearm"
5755,M11.14,,"Familial chondrocalcinosis, hand",M11.14,,,"Familial chondrocalcinosis, hand"
5756,M11.15,,"Familial chondrocalcinosis, pelvic region and thigh",M11.15,,,"Familial chondrocalcinosis, pelvic region and thigh"
5757,M11.16,,"Familial chondrocalcinosis, lower leg",M11.16,,,"Familial chondrocalcinosis, lower leg"
5758,M11.17,,"Familial chondrocalcinosis, ankle and foot",M11.17,,,"Familial chondrocalcinosis, ankle and foot"
5759,M11.18,,"Familial chondrocalcinosis, other site",M11.18,,,"Familial chondrocalcinosis, other site"
5760,M11.19,,"Familial chondrocalcinosis, site unspecified",M11.19,,,"Familial chondrocalcinosis, site unspecified"
5761,M11.20,,"Other chondrocalcinosis, multiple sites",M11.20,,,"Other chondrocalcinosis, multiple sites"
5762,M11.21,,"Other chondrocalcinosis, shoulder region",M11.21,,,"Other chondrocalcinosis, shoulder region"
5763,M11.22,,"Other chondrocalcinosis, upper arm",M11.22,,,"Other chondrocalcinosis, upper arm"
5764,M11.23,,"Other chondrocalcinosis, forearm",M11.23,,,"Other chondrocalcinosis, forearm"
5765,M11.24,,"Other chondrocalcinosis, hand",M11.24,,,"Other chondrocalcinosis, hand"
5766,M11.25,,"Other chondrocalcinosis, pelvic region and thigh",M11.25,,,"Other chondrocalcinosis, pelvic region and thigh"
5767,M11.26,,"Other chondrocalcinosis, lower leg",M11.26,,,"Other chondrocalcinosis, lower leg"
5768,M11.27,,"Other chondrocalcinosis, ankle and foot",M11.27,,,"Other chondrocalcinosis, ankle and foot"
5769,M11.28,,"Other chondrocalcinosis, other site",M11.28,,,"Other chondrocalcinosis, other site"
5770,M11.29,,"Other chondrocalcinosis, site unspecified",M11.29,,,"Other chondrocalcinosis, site unspecified"
5771,M11.80,,"Other specified crystal arthropathies, multiple sites",M11.80,,,"Other specified crystal arthropathies, multiple sites"
5772,M11.81,,"Other specified crystal arthropathies, shoulder region",M11.81,,,"Other specified crystal arthropathies, shoulder region"
5773,M11.82,,"Other specified crystal arthropathies, upper arm",M11.82,,,"Other specified crystal arthropathies, upper arm"
5774,M11.83,,"Other specified crystal arthropathies, forearm",M11.83,,,"Other specified crystal arthropathies, forearm"
5775,M11.84,,"Other specified crystal arthropathies, hand",M11.84,,,"Other specified crystal arthropathies, hand"
5776,M11.85,,"Other specified crystal arthropathies, pelvic region and thigh",M11.85,,,"Other specified crystal arthropathies, pelvic region and thigh"
5777,M11.86,,"Other specified crystal arthropathies, lower leg",M11.86,,,"Other specified crystal arthropathies, lower leg"
5778,M11.87,,"Other specified crystal arthropathies, ankle and foot",M11.87,,,"Other specified crystal arthropathies, ankle and foot"
5779,M11.88,,"Other specified crystal arthropathies, other site",M11.88,,,"Other specified crystal arthropathies, other site"
5780,M11.89,,"Other specified crystal arthropathies, site unspecified",M11.89,,,"Other specified crystal arthropathies, site unspecified"
5781,M11.90,,"Crystal arthropathy, unspecified, multiple sites",M11.90,,,"Crystal arthropathy, unspecified, multiple sites"
5782,M11.91,,"Crystal arthropathy, unspecified, shoulder region",M11.91,,,"Crystal arthropathy, unspecified, shoulder region"
5783,M11.92,,"Crystal arthropathy, unspecified, upper arm",M11.92,,,"Crystal arthropathy, unspecified, upper arm"
5784,M11.93,,"Crystal arthropathy, unspecified, forearm",M11.93,,,"Crystal arthropathy, unspecified, forearm"
5785,M11.94,,"Crystal arthropathy, unspecified, hand",M11.94,,,"Crystal arthropathy, unspecified, hand"
5786,M11.95,,"Crystal arthropathy, unspecified, pelvic region and thigh",M11.95,,,"Crystal arthropathy, unspecified, pelvic region and thigh"
5787,M11.96,,"Crystal arthropathy, unspecified, lower leg",M11.96,,,"Crystal arthropathy, unspecified, lower leg"
5788,M11.97,,"Crystal arthropathy, unspecified, ankle and foot",M11.97,,,"Crystal arthropathy, unspecified, ankle and foot"
5789,M11.98,,"Crystal arthropathy, unspecified, other site",M11.98,,,"Crystal arthropathy, unspecified, other site"
5790,M11.99,,"Crystal arthropathy, unspecified, site unspecified",M11.99,,,"Crystal arthropathy, unspecified, site unspecified"
5791,M12.00,,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites",M12.00,,,"Chronic postrheumatic arthropathy [Jaccoud], multiple sites"
5792,M12.01,,"Chronic postrheumatic arthropathy [Jaccoud], shoulder region",M12.01,,,"Chronic postrheumatic arthropathy [Jaccoud], shoulder region"
5793,M12.02,,"Chronic postrheumatic arthropathy [Jaccoud], upper arm",M12.02,,,"Chronic postrheumatic arthropathy [Jaccoud], upper arm"
5794,M12.03,,"Chronic postrheumatic arthropathy [Jaccoud], forearm",M12.03,,,"Chronic postrheumatic arthropathy [Jaccoud], forearm"
5795,M12.04,,"Chronic postrheumatic arthropathy [Jaccoud], hand",M12.04,,,"Chronic postrheumatic arthropathy [Jaccoud], hand"
5796,M12.05,,"Chronic postrheumatic arthropathy [Jaccoud], pelvic region and thigh",M12.05,,,"Chronic postrheumatic arthropathy [Jaccoud], pelvic region and thigh"
5797,M12.06,,"Chronic postrheumatic arthropathy [Jaccoud], lower leg",M12.06,,,"Chronic postrheumatic arthropathy [Jaccoud], lower leg"
5798,M12.07,,"Chronic postrheumatic arthropathy [Jaccoud], ankle and foot",M12.07,,,"Chronic postrheumatic arthropathy [Jaccoud], ankle and foot"
5799,M12.08,,"Chronic postrheumatic arthropathy [Jaccoud], other site",M12.08,,,"Chronic postrheumatic arthropathy [Jaccoud], other site"
5800,M12.09,,"Chronic postrheumatic arthropathy [Jaccoud], site unspecified",M12.09,,,"Chronic postrheumatic arthropathy [Jaccoud], site unspecified"
5801,M12.10,,"Kaschin-Beck disease, multiple sites",M12.10,,,"Kaschin-Beck disease, multiple sites"
5802,M12.11,,"Kaschin-Beck disease, shoulder region",M12.11,,,"Kaschin-Beck disease, shoulder region"
5803,M12.12,,"Kaschin-Beck disease, upper arm",M12.12,,,"Kaschin-Beck disease, upper arm"
5804,M12.13,,"Kaschin-Beck disease, forearm",M12.13,,,"Kaschin-Beck disease, forearm"
5805,M12.14,,"Kaschin-Beck disease, hand",M12.14,,,"Kaschin-Beck disease, hand"
5806,M12.15,,"Kaschin-Beck disease, pelvic region and thigh",M12.15,,,"Kaschin-Beck disease, pelvic region and thigh"
5807,M12.16,,"Kaschin-Beck disease, lower leg",M12.16,,,"Kaschin-Beck disease, lower leg"
5808,M12.17,,"Kaschin-Beck disease, ankle and foot",M12.17,,,"Kaschin-Beck disease, ankle and foot"
5809,M12.18,,"Kaschin-Beck disease, other site",M12.18,,,"Kaschin-Beck disease, other site"
5810,M12.19,,"Kaschin-Beck disease, site unspecified",M12.19,,,"Kaschin-Beck disease, site unspecified"
5811,M12.20,,"Villonodular synovitis (pigmented), multiple sites",M12.20,,,"Villonodular synovitis (pigmented), multiple sites"
5812,M12.21,,"Villonodular synovitis (pigmented), shoulder region",M12.21,,,"Villonodular synovitis (pigmented), shoulder region"
5813,M12.22,,"Villonodular synovitis (pigmented), upper arm",M12.22,,,"Villonodular synovitis (pigmented), upper arm"
5814,M12.23,,"Villonodular synovitis (pigmented), forearm",M12.23,,,"Villonodular synovitis (pigmented), forearm"
5815,M12.24,,"Villonodular synovitis (pigmented), hand",M12.24,,,"Villonodular synovitis (pigmented), hand"
5816,M12.25,,"Villonodular synovitis (pigmented), pelvic region and thigh",M12.25,,,"Villonodular synovitis (pigmented), pelvic region and thigh"
5817,M12.26,,"Villonodular synovitis (pigmented), lower leg",M12.26,,,"Villonodular synovitis (pigmented), lower leg"
5818,M12.27,,"Villonodular synovitis (pigmented), ankle and foot",M12.27,,,"Villonodular synovitis (pigmented), ankle and foot"
5819,M12.28,,"Villonodular synovitis (pigmented), other site",M12.28,,,"Villonodular synovitis (pigmented), other site"
5820,M12.29,,"Villonodular synovitis (pigmented), site unspecified",M12.29,,,"Villonodular synovitis (pigmented), site unspecified"
5821,M12.30,,"Palindromic rheumatism, multiple sites",M12.30,,,"Palindromic rheumatism, multiple sites"
5822,M12.31,,"Palindromic rheumatism, shoulder region",M12.31,,,"Palindromic rheumatism, shoulder region"
5823,M12.32,,"Palindromic rheumatism, upper arm",M12.32,,,"Palindromic rheumatism, upper arm"
5824,M12.33,,"Palindromic rheumatism, forearm",M12.33,,,"Palindromic rheumatism, forearm"
5825,M12.34,,"Palindromic rheumatism, hand",M12.34,,,"Palindromic rheumatism, hand"
5826,M12.35,,"Palindromic rheumatism, pelvic region and thigh",M12.35,,,"Palindromic rheumatism, pelvic region and thigh"
5827,M12.36,,"Palindromic rheumatism, lower leg",M12.36,,,"Palindromic rheumatism, lower leg"
5828,M12.37,,"Palindromic rheumatism, ankle and foot",M12.37,,,"Palindromic rheumatism, ankle and foot"
5829,M12.38,,"Palindromic rheumatism, other site",M12.38,,,"Palindromic rheumatism, other site"
5830,M12.39,,"Palindromic rheumatism, site unspecified",M12.39,,,"Palindromic rheumatism, site unspecified"
5831,M12.40,,"Intermittent hydrarthrosis, multiple sites",M12.40,,,"Intermittent hydrarthrosis, multiple sites"
5832,M12.41,,"Intermittent hydrarthrosis, shoulder region",M12.41,,,"Intermittent hydrarthrosis, shoulder region"
5833,M12.42,,"Intermittent hydrarthrosis, upper arm",M12.42,,,"Intermittent hydrarthrosis, upper arm"
5834,M12.43,,"Intermittent hydrarthrosis, forearm",M12.43,,,"Intermittent hydrarthrosis, forearm"
5835,M12.44,,"Intermittent hydrarthrosis, hand",M12.44,,,"Intermittent hydrarthrosis, hand"
5836,M12.45,,"Intermittent hydrarthrosis, pelvic region and thigh",M12.45,,,"Intermittent hydrarthrosis, pelvic region and thigh"
5837,M12.46,,"Intermittent hydrarthrosis, lower leg",M12.46,,,"Intermittent hydrarthrosis, lower leg"
5838,M12.47,,"Intermittent hydrarthrosis, ankle and foot",M12.47,,,"Intermittent hydrarthrosis, ankle and foot"
5839,M12.48,,"Intermittent hydrarthrosis, other site",M12.48,,,"Intermittent hydrarthrosis, other site"
5840,M12.49,,"Intermittent hydrarthrosis, site unspecified",M12.49,,,"Intermittent hydrarthrosis, site unspecified"
5841,M12.50,,"Traumatic arthropathy, multiple sites",M12.50,,,"Traumatic arthropathy, multiple sites"
5842,M12.51,,"Traumatic arthropathy, shoulder region",M12.51,,,"Traumatic arthropathy, shoulder region"
5843,M12.52,,"Traumatic arthropathy, upper arm",M12.52,,,"Traumatic arthropathy, upper arm"
5844,M12.53,,"Traumatic arthropathy, forearm",M12.53,,,"Traumatic arthropathy, forearm"
5845,M12.54,,"Traumatic arthropathy, hand",M12.54,,,"Traumatic arthropathy, hand"
5846,M12.55,,"Traumatic arthropathy, pelvic region and thigh",M12.55,,,"Traumatic arthropathy, pelvic region and thigh"
5847,M12.56,,"Traumatic arthropathy, lower leg",M12.56,,,"Traumatic arthropathy, lower leg"
5848,M12.57,,"Traumatic arthropathy, ankle and foot",M12.57,,,"Traumatic arthropathy, ankle and foot"
5849,M12.58,,"Traumatic arthropathy, other site",M12.58,,,"Traumatic arthropathy, other site"
5850,M12.59,,"Traumatic arthropathy, site unspecified",M12.59,,,"Traumatic arthropathy, site unspecified"
5851,M12.80,,"Other specific arthropathies, not elsewhere classified, multiple sites",M12.80,,,"Other specific arthropathies, not elsewhere classified, multiple sites"
5852,M12.81,,"Other specific arthropathies, not elsewhere classified, shoulder region",M12.81,,,"Other specific arthropathies, not elsewhere classified, shoulder region"
5853,M12.82,,"Other specific arthropathies, not elsewhere classified, upper arm",M12.82,,,"Other specific arthropathies, not elsewhere classified, upper arm"
5854,M12.83,,"Other specific arthropathies, not elsewhere classified, forearm",M12.83,,,"Other specific arthropathies, not elsewhere classified, forearm"
5855,M12.84,,"Other specific arthropathies, not elsewhere classified, hand",M12.84,,,"Other specific arthropathies, not elsewhere classified, hand"
5856,M12.85,,"Other specific arthropathies, not elsewhere classified, pelvic region and thigh",M12.85,,,"Other specific arthropathies, not elsewhere classified, pelvic region and thigh"
5857,M12.86,,"Other specific arthropathies, not elsewhere classified, lower leg",M12.86,,,"Other specific arthropathies, not elsewhere classified, lower leg"
5858,M12.87,,"Other specific arthropathies, not elsewhere classified, ankle and foot",M12.87,,,"Other specific arthropathies, not elsewhere classified, ankle and foot"
5859,M12.88,,"Other specific arthropathies, not elsewhere classified, other site",M12.88,,,"Other specific arthropathies, not elsewhere classified, other site"
5860,M12.89,,"Other specific arthropathies, not elsewhere classified, site unspecified",M12.89,,,"Other specific arthropathies, not elsewhere classified, site unspecified"
5861,M13.0,,"Polyarthritis, unspecified",M13.0,,,"Polyarthritis, unspecified"
5862,M13.11,,"Monoarthritis, not elsewhere classified, shoulder region",M13.11,,,"Monoarthritis, not elsewhere classified, shoulder region"
5863,M13.12,,"Monoarthritis, not elsewhere classified, upper arm",M13.12,,,"Monoarthritis, not elsewhere classified, upper arm"
5864,M13.13,,"Monoarthritis, not elsewhere classified, forearm",M13.13,,,"Monoarthritis, not elsewhere classified, forearm"
5865,M13.14,,"Monoarthritis, not elsewhere classified, hand",M13.14,,,"Monoarthritis, not elsewhere classified, hand"
5866,M13.15,,"Monoarthritis, not elsewhere classified, pelvic region and thigh",M13.15,,,"Monoarthritis, not elsewhere classified, pelvic region and thigh"
5867,M13.16,,"Monoarthritis, not elsewhere classified, lower leg",M13.16,,,"Monoarthritis, not elsewhere classified, lower leg"
5868,M13.17,,"Monoarthritis, not elsewhere classified, ankle and foot",M13.17,,,"Monoarthritis, not elsewhere classified, ankle and foot"
5869,M13.18,,"Monoarthritis, not elsewhere classified, other site",M13.18,,,"Monoarthritis, not elsewhere classified, other site"
5870,M13.19,,"Monoarthritis, not elsewhere classified, site unspecified",M13.19,,,"Monoarthritis, not elsewhere classified, site unspecified"
5871,M13.80,,"Other specified arthritis, multiple sites",M13.80,,,"Other specified arthritis, multiple sites"
5872,M13.81,,"Other specified arthritis, shoulder region",M13.81,,,"Other specified arthritis, shoulder region"
5873,M13.82,,"Other specified arthritis, upper arm",M13.82,,,"Other specified arthritis, upper arm"
5874,M13.83,,"Other specified arthritis, forearm",M13.83,,,"Other specified arthritis, forearm"
5875,M13.84,,"Other specified arthritis, hand",M13.84,,,"Other specified arthritis, hand"
5876,M13.85,,"Other specified arthritis, pelvic region and thigh",M13.85,,,"Other specified arthritis, pelvic region and thigh"
5877,M13.86,,"Other specified arthritis, lower leg",M13.86,,,"Other specified arthritis, lower leg"
